intro,address,recomm_score,recomm_reason,name,full_address,gps,longitude,latitude,short_intro,level
瘦西湖位于江苏省扬州市，是一个国家级风景名胜区，也是国家AAAAA级旅游景区。瘦西湖拥有优美的湖光山色和独特的园林建筑，是一个充满诗情画意的旅游胜地。景区内有许多著名的景点，包括二十四桥、五亭桥、白塔、小金山等，每个景点都有其独特的魅力和历史典故。其中二十四桥景区是一组古典园林建筑群，包括新建的二十四桥、玲珑花界、熙春台、十字阁、重檐亭、九曲桥等景点，是一个展现扬州传统园林艺术的绝佳去处。,扬州市邗江区大虹桥路28号,4,瘦西湖是一个非常值得推荐的旅游景点。其景观独特，融合了自然风光和人文景观，而且有着深厚的文化底蕴和历史内涵。二十四桥景区的设计和建造更是增加了景区的观赏性和趣味性。此外，瘦西湖的游览线路设计合理，能够让游客全面欣赏到景区的全貌。总的来说，瘦西湖是一个非常适合旅游观光的好去处。,扬州瘦西湖,扬州市邗江区大虹桥路28号，扬州瘦西湖,"119.427215,32.403385",119.427215,32.403385,瘦西湖位于江苏省扬州市，是一个国家级风景名胜区，也是国家AAAAA级旅游景区。瘦西湖拥有优美的湖光山色和独特的园林建筑，是一个充满诗情画意的旅游胜地。景区内有许多著名的景点，包括二十四桥、五亭桥、白塔、小金山等，每个景点都有其独特的魅力和历史典故。其中二十四桥景区是一组古典园林建筑群，包括新建的二十四桥、玲珑花界、熙春台、十字阁、重檐亭、九曲桥等景点，是一个展现扬州传统园林艺术的绝佳去处。,A级景区
马可波罗花世界是一个国家AAAA级旅游景区，位于扬州市生态科技新城的小南圩地块，是一个以花卉为主题的文化乐园。,扬州市生态科技新城小南圩地块,4,马可波罗花世界拥有独特的花卉文化景观和创意展示，是一座集观赏、游览、餐饮、科普教育、娱乐、休闲为一体的综合性文化主题乐园。其创新性的花卉旅游模式促进了城市生态绿地与旅游的协同发展，成为扬州旅游业的重要补充。虽然其存在的时间并不长，但凭借其独特的魅力，获得了众多游客的喜爱和认可，并引发了英国第二大报纸daily mail的特别报道。因此，我为这个景点打4分，推荐大家前往游览。,马可波罗花世界,扬州市生态科技新城小南圩地块，马可波罗花世界,"119.518186,32.418531",119.518186,32.418531,马可波罗花世界是一个国家AAAA级旅游景区，位于扬州市生态科技新城的小南圩地块，是一个以花卉为主题的文化乐园。,A级景区
武当行宫位于扬州市广陵区东关街300号，原名真武庙，庙内昔有真武大帝铜像。始建年代不详，明宣德年间（1426-1435）郡守陈贞重建，正德元年（1506）中都（今安徽凤阳）商人葛钦修。嘉靖四十三年（1564）含山（今属安徽）人耿氏，在该庙立“武当行宫”碣，用以祈福，始以“武当行宫”名于世。,扬州市广陵区东关街300号,4,武当行宫历史悠久，建筑风格独特，有着丰富的历史和文化内涵。虽然部分建筑在战争中损毁，但在修复后，整个建筑群仍然保留了其古老的风貌。大殿内供奉的武当大帝铜像威严庄重，令人敬畏。此外，这里还是扬州市的历史文化名胜区，吸引了众多游客前来参观。,武当行宫,扬州市广陵区东关街300号，武当行宫,"119.445387,32.397826",119.445387,32.397826,武当行宫位于扬州市广陵区东关街300号，原名真武庙，庙内昔有真武大帝铜像。始建年代不详，明宣德年间（1426-1435）郡守陈贞重建，正德元年（1506）中都（今安徽凤阳）商人葛钦修。嘉靖四十三年（1564）含山（今属安徽）人耿氏，在该庙立“武当行宫”碣，用以祈福，始以“武当行宫”名于世。,省级文物
高邮北门城墙遗址公园位于高邮市北门大街南首，为宋、明、清三代建筑，是高邮建城历史的重要见证。2017年，我市在全面完成考古发掘工作的基础上，兴建了北门瓮城遗址公园并对外开放。目前，该处已成为我市重要的文化景点之一。,高邮市北门大街南首,4,高邮北门城墙遗址公园具有悠久的历史和丰富的文化内涵。公园内有宋、明、清三代城墙遗址，这些城墙见证了高邮城市的发展和演变。此外，公园内还有考古发掘出的文化遗存和历史遗迹，让游客能够深入了解高邮的历史和文化。因此，这个景点值得游客前来一探究竟。,高邮北门城墙遗址公园,高邮市北门大街南首，高邮北门城墙遗址公园,"119.442153,32.788889",119.442153,32.788889,高邮北门城墙遗址公园位于高邮市北门大街南首，为宋、明、清三代建筑，是高邮建城历史的重要见证。2017年，我市在全面完成考古发掘工作的基础上，兴建了北门瓮城遗址公园并对外开放。目前，该处已成为我市重要的文化景点之一。,全部景点
小墩汉墓位于扬州市邗江区杨寿镇宝女村宝女墩汉墓东北500米，是扬州市文物保护单位，2010年6月12日被扬州市人民政府公布为扬州市第五批市级文物保护单位。小墩汉墓的封土直径约30米，高度约3米，夯层厚度在0.2-0.3米之间，保存状况良好。封土墩周边曾发现过土坑墓，并出土了釉陶壶、瓿、罐等文物。有推测认为此墓可能是省级文物保护单位宝女墩墓主人的陪葬墓。,邗江区杨寿镇宝女村宝女墩汉墓东北500米,4,小墩汉墓作为扬州市的文物保护单位，具有较高的历史和文化价值。其封土直径较大，保存状况良好，同时周边还曾发现过土坑墓和出土文物，这为研究当地历史和文化提供了重要的线索。此外，小墩汉墓与宝女墩汉墓有关联，增加了其历史背景和吸引力。因此，推荐指数为4分。,小墩汉墓,邗江区杨寿镇宝女村宝女墩汉墓东北500米，小墩汉墓,"119.314387,32.506649",119.314387,32.506649,小墩汉墓位于扬州市邗江区杨寿镇宝女村宝女墩汉墓东北500米，是扬州市文物保护单位，2010年6月12日被扬州市人民政府公布为扬州市第五批市级文物保护单位。小墩汉墓的封土直径约30米，高度约3米，夯层厚度在0.2-0.3米之间，保存状况良好。封土墩周边曾发现过土坑墓，并出土了釉陶壶、瓿、罐等文物。有推测认为此墓可能是省级文物保护单位宝女墩墓主人的陪葬墓。,市级文物
浦头镇张氏住宅为民国民居，是扬州市文物保护单位。该建筑群由张氏兄弟于民国时期建造，建筑面积1600平方米。建筑坐北朝南，前后五进，第一进面阔五间，青砖小瓦，西边三间进深七檩，东两间为门房和轿厅。第二进为厅房面阔三间，进深五檩，东为过道。第三进到第五进均为青砖小瓦，面阔三间，进深七檩，东为过道、套房。这座民国民居不仅具有深厚的历史文化底蕴，也展示了扬州市民国时期的建筑风貌。,扬州市广陵区XX路XX号,4,浦头镇张氏住宅是扬州市文物保护单位，具有重要的历史文化价值。此外，该建筑群保存完好，能够展现出民国时期扬州市的建筑风貌和文化氛围。因此，我给予推荐指数4分的高分。,浦头镇张氏住宅,扬州市广陵区XX路XX号，浦头镇张氏住宅,"119.442226,32.396068",119.442226,32.396068,浦头镇张氏住宅为民国民居，是扬州市文物保护单位。该建筑群由张氏兄弟于民国时期建造，建筑面积1600平方米。建筑坐北朝南，前后五进，第一进面阔五间，青砖小瓦，西边三间进深七檩，东两间为门房和轿厅。第二进为厅房面阔三间，进深五檩，东为过道。第三进到第五进均为青砖小瓦，面阔三间，进深七檩，东为过道、套房。这座民国民居不仅具有深厚的历史文化底蕴，也展示了扬州市民国时期的建筑风貌。,市级文物
厂盐会馆是扬州市文物保护单位，也是扬州盐商的历史遗迹。这座建筑座北朝南，前后六进，占地面积954平方米，建筑面积448平方米。大门南向，砖雕门楼面阔2.98米，檐高3.8米，上雕莲花、莲瓣、卷草等。会馆内建筑层层递进，每进之间由披房相连，房屋错落有致，具有很高的建筑艺术价值。,扬州市区新大原巷62号,4,厂盐会馆保存完好，建筑错落有致，具有较高的历史和文化价值。此外，会馆内还有许多精美的砖雕和木雕，值得一看。因此，我们推荐给游客前来参观。,厂盐会馆,扬州市区新大原巷62号，厂盐会馆,"119.412966,32.394210",119.412966,32.39421,厂盐会馆是扬州市文物保护单位，也是扬州盐商的历史遗迹。这座建筑座北朝南，前后六进，占地面积954平方米，建筑面积448平方米。大门南向，砖雕门楼面阔2.98米，檐高3.8米，上雕莲花、莲瓣、卷草等。会馆内建筑层层递进，每进之间由披房相连，房屋错落有致，具有很高的建筑艺术价值。,市级文物
鉴真纪念堂，是为纪念唐代高僧鉴真而建的纪念堂，位于江苏省扬州市。鉴真大师为唐代高僧，住持大明寺，以传播汉传佛教的律宗和天台宗而闻名，被誉为“日本文化的恩人”和“中日友好使者”。纪念堂于1973年破土动工，1974年11月竣工，由前后两组建筑群构成，一组是以四松堂为主的陈列室，陈列着鉴真东渡日本的史料图片和东渡路线图；另一组南有纪念碑亭，北有纪念堂正殿，再由长达80米的环抱走廊将正殿与碑亭连接，形成一个仿唐式四合院。殿内中央供奉着鉴真坐像，这尊像，是1980年4月日本唐招提寺鉴真坐像在扬州大明寺展出时，由扬州的工艺师日夜仿制而成的。坐像鉴真两手叠放于膝上，左足在上，盘膝而坐，大师双目静闭，慈容和雅，神态安详而坚毅。,江苏省扬州市广陵区大明寺内,4,鉴真纪念堂是一个具有历史底蕴和文化内涵的景点。它不仅是一座仿唐建筑的代表，更是中日文化交流的重要载体。纪念堂展示了鉴真大师的生平和东渡事迹，以及他对日本文化的贡献。此外，扬州还以鉴真命名了鉴真佛教学院、鉴真图书馆、鉴真书画院等文化机构，以及鉴真国际半程马拉松赛等体育活动，进一步弘扬了鉴真的精神。因此，鉴真纪念堂值得一游。,鉴真纪念堂,江苏省扬州市广陵区大明寺内，鉴真纪念堂,"119.412787,32.421656",119.412787,32.421656,鉴真纪念堂，是为纪念唐代高僧鉴真而建的纪念堂，位于江苏省扬州市。鉴真大师为唐代高僧，住持大明寺，以传播汉传佛教的律宗和天台宗而闻名，被誉为“日本文化的恩人”和“中日友好使者”。纪念堂于1973年破土动工，1974年11月竣工，由前后两组建筑群构成，一组是以四松堂为主的陈列室，陈列着鉴真东渡日本的史料图片和东渡路线图；另一组南有纪念碑亭，北有纪念堂正殿，再由长达80米的环抱走廊将正殿与碑亭连接，形成一个仿唐式四合院。殿内中央供奉着鉴真坐像，这尊像，是1980年4月日本唐招提寺鉴真坐像在扬州大明寺展出时，由扬州的工艺师日夜仿制而成的。坐像鉴真两手叠放于膝上，左足在上，盘膝而坐，大师双目静闭，慈容和雅，神态安详而坚毅。,文物古迹
风箱巷官井位于扬州市，是扬州市文物保护单位。青石构造的井栏，形似腰鼓，虽经轻微风化，但依然苍劲有力。上口内径35厘米，外径56厘米，腹径64厘米，高37厘米。南北两侧有锁洞，面西的腹部刻有“民国二十年 风箱巷官井” ，记录着它的历史。井壁由青砖叠砌而成，深度约5米。尽管井旁的文字模糊不清，但水源依然旺盛，如今仍被当地居民用作生活用井。,风箱巷,4,风箱巷官井是扬州市的文物保护单位，具有悠久的历史和丰富的文化内涵。虽然井旁的文字模糊不清，但水源依然旺盛，仍被当地居民用作生活用井。此外，风箱巷官井的青石构造井栏和青砖叠砌的井壁也具有较高的艺术价值。,风箱巷官井,风箱巷，风箱巷官井,"113.140213,22.650419",113.140213,22.650419,风箱巷官井位于扬州市，是扬州市文物保护单位。青石构造的井栏，形似腰鼓，虽经轻微风化，但依然苍劲有力。上口内径35厘米，外径56厘米，腹径64厘米，高37厘米。南北两侧有锁洞，面西的腹部刻有“民国二十年 风箱巷官井” ，记录着它的历史。井壁由青砖叠砌而成，深度约5米。尽管井旁的文字模糊不清，但水源依然旺盛，如今仍被当地居民用作生活用井。,市级文物
庙山汉墓位于仪征市新集镇庙山村，是全国重点文物保护单位。这座汉墓是江苏省最大的西汉木结构墓葬，具有很高的历史、科学、艺术价值。2002年10月22日，庙山汉墓被公布为江苏省文物保护单位。,仪征市新集镇庙山村,4,庙山汉墓作为一处历史悠久的文化古迹，具有极高的研究价值。同时，它的发现和保护也为我们提供了更多关于西汉时期历史和文化的信息。因此，推荐指数为4分。,庙山汉墓,仪征市新集镇庙山村，庙山汉墓,"119.293500,32.397948",119.2935,32.397948,庙山汉墓位于仪征市新集镇庙山村，是全国重点文物保护单位。这座汉墓是江苏省最大的西汉木结构墓葬，具有很高的历史、科学、艺术价值。2002年10月22日，庙山汉墓被公布为江苏省文物保护单位。,全国文物
高邮镇国寺塔，这座古老而神秘的建筑，是江苏省高邮市的一颗璀璨明珠。它矗立在古老的运河上，见证了历史的沧桑和岁月的变迁。这座塔不仅是高邮的标志性建筑，更是中国佛教文化和建筑艺术的瑰宝。,江苏省高邮市城西运河中,5,高邮镇国寺塔历史悠久，外观庄重典雅，具有极高的艺术价值和历史文化价值。它承载了佛教文化的深厚内涵，也见证了古代中国的繁荣和辉煌。此外，镇国寺塔的周边环境优美，让人流连忘返。因此，我们强烈推荐游客前往高邮镇国寺塔，感受中国古代文化和建筑的魅力。,高邮镇国寺塔,江苏省高邮市城西运河中，高邮镇国寺塔,"119.459156,32.781666",119.459156,32.781666,高邮镇国寺塔，这座古老而神秘的建筑，是江苏省高邮市的一颗璀璨明珠。它矗立在古老的运河上，见证了历史的沧桑和岁月的变迁。这座塔不仅是高邮的标志性建筑，更是中国佛教文化和建筑艺术的瑰宝。,全国文物
古邗沟遗迹是扬州市文物保护单位，也是我国最早的人工运河之一。它位于市区城北螺丝湾桥至黄金坝，全长约1450米，宽50-60米。这段古运河在春秋末年为吴王夫差所开凿，已有2000多年的历史。古邗沟遗迹是扬州市的文化遗产，也是了解中国古代运河历史的重要地点之一。,扬州市市区城北螺丝湾桥至黄金坝,4,古邗沟遗迹具有极高的历史和文化价值，是扬州作为运河城市的重要历史见证。其历史悠久，文化内涵丰富，因此我们给予4分的推荐。然而，对于外观和历史典故等方面，古邗沟遗迹可能并不如其他一些景点那样引人注目，因此我们的推荐指数也没有给予满分。,古邗沟遗迹,扬州市市区城北螺丝湾桥至黄金坝，古邗沟遗迹,"119.449992,32.416012",119.449992,32.416012,古邗沟遗迹是扬州市文物保护单位，也是我国最早的人工运河之一。它位于市区城北螺丝湾桥至黄金坝，全长约1450米，宽50-60米。这段古运河在春秋末年为吴王夫差所开凿，已有2000多年的历史。古邗沟遗迹是扬州市的文化遗产，也是了解中国古代运河历史的重要地点之一。,市级文物
瓜洲孙氏住宅位于扬州市，是民国时期的一处民居。这座建筑占地约2300平方米，以其明亮的色彩和精美的细节，展现出扬州沿江地区民居的独特魅力。房屋坐西朝东，由南北两轴组成，中夹火巷。北轴线前后两进，采用明三暗四的布局，南轴线则前后三进，均面阔三间。房屋的架构布局完整，内廊及门窗槅扇保存完好，体现了其历史价值。原房主为孙氏，他们曾从事旱烟、货栈、酱园等方面的经营。这座建筑不仅代表了扬州沿江地区民居的建筑特色，也见证了瓜洲古镇的历史变迁。,江苏省扬州市广陵区瓜洲镇,4,瓜洲孙氏住宅具有较高的历史和文化价值，代表了扬州沿江地区民居建筑的特色。其房屋架构布局完整，内廊及门窗槅扇保存完好，能够让游客深入了解民国时期民居的历史和文化。此外，瓜洲古镇作为中国历史文化名镇之一，拥有丰富的历史文化遗产和独特的民俗风情，值得游客前来探索。因此，我们给予瓜洲孙氏住宅4分的推荐评分。,瓜洲孙氏住宅,江苏省扬州市广陵区瓜洲镇，瓜洲孙氏住宅,"119.380492,32.252155",119.380492,32.252155,瓜洲孙氏住宅位于扬州市，是民国时期的一处民居。这座建筑占地约2300平方米，以其明亮的色彩和精美的细节，展现出扬州沿江地区民居的独特魅力。房屋坐西朝东，由南北两轴组成，中夹火巷。北轴线前后两进，采用明三暗四的布局，南轴线则前后三进，均面阔三间。房屋的架构布局完整，内廊及门窗槅扇保存完好，体现了其历史价值。原房主为孙氏，他们曾从事旱烟、货栈、酱园等方面的经营。这座建筑不仅代表了扬州沿江地区民居的建筑特色，也见证了瓜洲古镇的历史变迁。,市级文物
刘师恕墓位于宝应县，是宝应县文物保护单位。刘师恕是清朝的一位著名文人，他的墓地具有重要的历史和文化价值。保护范围包括封土墩长80米，宽601米范围，控制地带为封土墩四周向外50米范围。,宝应县,4,刘师恕墓具有较高的历史和文化价值，是宝应县文物保护单位，封土墩长80米，宽601米范围，保护完好，外观气派雄伟，是清朝文人刘师恕的墓地，是一个充满历史氛围的景点。,刘师恕墓,宝应县，刘师恕墓,"119.360729,33.240392",119.360729,33.240392,刘师恕墓位于宝应县，是宝应县文物保护单位。刘师恕是清朝的一位著名文人，他的墓地具有重要的历史和文化价值。保护范围包括封土墩长80米，宽601米范围，控制地带为封土墩四周向外50米范围。,文物古迹
金氏住宅，位于苏唱街17号，是扬州老字号“扬州浴室”创始人金宝芝的住宅。这座住宅由东西二座楼房和花厅组成，东楼为传统风格的二层小楼，面阔四间。西楼则为二层西式小样楼风格，面阔三间，青砖木构结构，水磨石地面，顶为平顶，上置小歇山。花厅位于西楼南，面阔三间，天井内有一口水井，方形青石井栏，砖砌束腰井壁。整体建筑保存基本完好。这座古宅见证了扬州浴室的百年历史，也是金宝芝的曾经居住过的地方，充满了历史气息。,苏唱街17号,4,金氏住宅是一座保存较好的扬州传统建筑，具有较高的历史和文化价值。其建筑风格独特，既保留了传统元素，又融入了西式设计。此外，这座住宅还与扬州浴室这一老字号有着密切的联系，使其更具历史文化底蕴。因此，我们给予金氏住宅推荐指数4分的高分。,金氏住宅,苏唱街17号，金氏住宅,"119.442245,32.387707",119.442245,32.387707,金氏住宅，位于苏唱街17号，是扬州老字号“扬州浴室”创始人金宝芝的住宅。这座住宅由东西二座楼房和花厅组成，东楼为传统风格的二层小楼，面阔四间。西楼则为二层西式小样楼风格，面阔三间，青砖木构结构，水磨石地面，顶为平顶，上置小歇山。花厅位于西楼南，面阔三间，天井内有一口水井，方形青石井栏，砖砌束腰井壁。整体建筑保存基本完好。这座古宅见证了扬州浴室的百年历史，也是金宝芝的曾经居住过的地方，充满了历史气息。,市级文物
京杭大运河（扬州段）是世界文化遗产，也是中国最具历史文化底蕴的旅游景点之一。作为世界上最长的人工河，京杭大运河已经流淌了数千年，见证了中国历史的变迁。在扬州段，古运河水质清澈，沿岸古迹林立，风土人情独特有趣。游客可以领略到古老文明的魅力，同时也可以感受到扬州独特的文化气息。,广陵区便益门广场码头至康山文化园码头,5,京杭大运河（扬州段）是一个融合了自然风光和人文历史的旅游胜地。这里不仅有古老的人工河和沿岸的古迹，还有独特的文化氛围和美丽的风景。作为世界文化遗产，京杭大运河的历史和文化价值不言而喻。此外，扬州段的景色也非常迷人，游客可以在这里感受到中国传统文化的魅力和扬州独特的文化气息。因此，我们非常推荐游客前来参观京杭大运河（扬州段）,京杭大运河(扬州段),广陵区便益门广场码头至康山文化园码头，京杭大运河(扬州段),"119.426750,32.401625",119.42675,32.401625,京杭大运河（扬州段）是世界文化遗产，也是中国最具历史文化底蕴的旅游景点之一。作为世界上最长的人工河，京杭大运河已经流淌了数千年，见证了中国历史的变迁。在扬州段，古运河水质清澈，沿岸古迹林立，风土人情独特有趣。游客可以领略到古老文明的魅力，同时也可以感受到扬州独特的文化气息。,全部景点
大陆旅社是扬州市文物保护单位，位于新胜街26号，与“绿扬旅社”隔街相邻，是扬州民国时期著名的旅社之一。该建筑为中西合璧式楼房，进门厅，内为透空式中庭，三层砖木串楼，结构完好，楼后北侧有一小院。,新胜街26号,4,大陆旅社是扬州民国时期的著名旅社，具有中西合璧的建筑风格，内部结构完好，且为扬州市文物保护单位，具有较高的历史文化价值。因此，推荐指数为4分。,大陆旅社,新胜街26号，大陆旅社,"119.432525,32.383215",119.432525,32.383215,大陆旅社是扬州市文物保护单位，位于新胜街26号，与“绿扬旅社”隔街相邻，是扬州民国时期著名的旅社之一。该建筑为中西合璧式楼房，进门厅，内为透空式中庭，三层砖木串楼，结构完好，楼后北侧有一小院。,市级文物
刘氏庭园，位于扬州市粉妆巷19号，是一座保存完好的清代民居。这座庭园占地约1000平方米，以东北部的庭院为中心，布局精巧，结构紧凑。大门东向，宅东北为一庭院，院内有南向花厅三间，厅两侧为廊。院内残存若干湖石，院墙东南两面有水磨砖漏窗。宅东南书斋三间，前有抄手廊环抱，其格扇、挂落、装修保存尚好。宅西部有大厅、二厅、住宅楼计三进。现为居民住宅。,扬州市广陵区粉妆巷19号,4,刘氏庭园是一座保存完好的清代民居，具有较高的历史价值和文化价值。其建筑风格独特，雕刻精美，有着浓郁的地方特色。此外，刘氏庭园还有着悠久的历史和丰富的文化内涵，是扬州市的重要文化遗产之一。因此，我们给予刘氏庭园4分的推荐分数。,刘氏庭园,扬州市广陵区粉妆巷19号，刘氏庭园,"119.435618,32.387255",119.435618,32.387255,刘氏庭园，位于扬州市粉妆巷19号，是一座保存完好的清代民居。这座庭园占地约1000平方米，以东北部的庭院为中心，布局精巧，结构紧凑。大门东向，宅东北为一庭院，院内有南向花厅三间，厅两侧为廊。院内残存若干湖石，院墙东南两面有水磨砖漏窗。宅东南书斋三间，前有抄手廊环抱，其格扇、挂落、装修保存尚好。宅西部有大厅、二厅、住宅楼计三进。现为居民住宅。,市级文物
诸姓盐商住宅，位于扬州市区国庆北路342-346号，建于清代，为盐商诸春山、诸坤山兄弟住宅。这座古建筑坐北朝南，占地746平方米，过门堂中轴有仪门，入门为大厅，面阔三间，进深七檩，厅内置竹雕罩格，装修精美，厅后有抄手廊，后进住宅为三间两厢，厅与宅东均有套房、客座、书斋，西为下房。,扬州市广陵区国庆北路342-346号,4,诸姓盐商住宅具有深厚的历史文化底蕴和精美的建筑风格，是扬州盐商文化的代表之一。这里保存了大量的历史文物和文献资料，是研究扬州盐商文化的重要场所。此外，诸姓盐商住宅的建筑风格和装饰艺术也具有很高的观赏价值。因此，我们给予其4分的推荐指数。,诸姓盐商住宅,扬州市广陵区国庆北路342-346号，诸姓盐商住宅,"119.441200,32.395942",119.4412,32.395942,诸姓盐商住宅，位于扬州市区国庆北路342-346号，建于清代，为盐商诸春山、诸坤山兄弟住宅。这座古建筑坐北朝南，占地746平方米，过门堂中轴有仪门，入门为大厅，面阔三间，进深七檩，厅内置竹雕罩格，装修精美，厅后有抄手廊，后进住宅为三间两厢，厅与宅东均有套房、客座、书斋，西为下房。,市级文物
麻油墩汉墓，位于扬州市邗江区西湖镇经圩村蒋巷组，是一座西汉早期的墓葬。这座封土堆呈不规则圆锥状的人工夯筑而成，底边直径35米，高度6米，占地面积961.63平方米。在2010年6月12日，扬州市人民政府公布其为扬州市第五批市级文物保护单位。,扬州市邗江区西湖镇经圩村蒋巷组,3,麻油墩汉墓是扬州市的文物保护单位，具有历史价值和研究价值。然而，由于其是一个墓葬遗址，对于一些追求自然风光和娱乐体验的游客来说，可能不会觉得特别有趣。,麻油墩汉墓,扬州市邗江区西湖镇经圩村蒋巷组，麻油墩汉墓,"119.392969,32.407808",119.392969,32.407808,麻油墩汉墓，位于扬州市邗江区西湖镇经圩村蒋巷组，是一座西汉早期的墓葬。这座封土堆呈不规则圆锥状的人工夯筑而成，底边直径35米，高度6米，占地面积961.63平方米。在2010年6月12日，扬州市人民政府公布其为扬州市第五批市级文物保护单位。,市级文物
大东门桥位于扬州市大东门街东首，东西向横跨于小秦淮河上。这座桥始建于明代嘉靖年间，原为木构吊桥；1927年改为砖石拱桥，沿用至今，保存完好。大东门桥见证了扬州历史的变迁，具有极高的历史价值。,扬州市广陵区大东门街东首,4,大东门桥作为扬州市文物保护单位，具有较高的历史和文化价值。其历经数百年仍保存完好，见证了扬州历史的变迁。此外，大东门桥的外观古朴典雅，也是扬州的一道美丽风景线。因此，我们推荐游客前往大东门桥参观。,大东门桥,扬州市广陵区大东门街东首，大东门桥,"119.437080,32.397620",119.43708,32.39762,大东门桥位于扬州市大东门街东首，东西向横跨于小秦淮河上。这座桥始建于明代嘉靖年间，原为木构吊桥；1927年改为砖石拱桥，沿用至今，保存完好。大东门桥见证了扬州历史的变迁，具有极高的历史价值。,市级文物
帽儿墩汉墓位于扬州市邗江区平山乡朱塘村，扬子江北路与朱塘路交汇处东北角。这座汉代墓葬的封土底部呈“方中”状，南北70多米、东西60多米，占地面积4534.2平方米，在其上为圆锥形封土墩，高度10.5米，系人工夯筑而成。2010年6月12日，扬州市人民政府公布其为扬州市第五批市级文物保护单位。,扬州市邗江区平山乡朱塘村,3,帽儿墩汉墓是一座历史悠久的汉代墓葬，具有较高的历史文化价值。作为扬州市文物保护单位，它也得到了较好的保护和展示。然而，由于历史遗址的特殊性质，该景点的参观体验可能不如其他一些景点舒适。因此，我们给予3分的推荐指数。,帽儿墩汉墓,扬州市邗江区平山乡朱塘村，帽儿墩汉墓,"119.410986,32.434916",119.410986,32.434916,帽儿墩汉墓位于扬州市邗江区平山乡朱塘村，扬子江北路与朱塘路交汇处东北角。这座汉代墓葬的封土底部呈“方中”状，南北70多米、东西60多米，占地面积4534.2平方米，在其上为圆锥形封土墩，高度10.5米，系人工夯筑而成。2010年6月12日，扬州市人民政府公布其为扬州市第五批市级文物保护单位。,文物古迹
玉井，一个古老的文物，见证了扬州的历史变迁。作为扬州市文物保护单位，它不仅是一口清代水井，更是扬州人民生活的一部分。青石井栏上刻着“玉井”、“丙寅”字样，井壁青砖砌筑，井台已改动，但仍然为附近居民提供生活用水。走近玉井，仿佛可以听到历史的回音，感受到扬州古城的生活气息。,玉井巷内,4,玉井作为扬州的文物古迹，具有较高的历史价值和文化内涵。其青石井栏和青砖砌筑的井壁也展示了古代建筑的工艺水平。此外，玉井至今仍为附近居民提供生活用水，体现了其与当地人民生活的紧密联系。因此，玉井值得推荐。,玉井,玉井巷内，玉井,"116.525209,23.594427",116.525209,23.594427,玉井，一个古老的文物，见证了扬州的历史变迁。作为扬州市文物保护单位，它不仅是一口清代水井，更是扬州人民生活的一部分。青石井栏上刻着“玉井”、“丙寅”字样，井壁青砖砌筑，井台已改动，但仍然为附近居民提供生活用水。走近玉井，仿佛可以听到历史的回音，感受到扬州古城的生活气息。,市级文物
片石山房，又名双槐园，是明末清初画坛巨匠石涛的人间孤本。园以湖石著称，采用下屋上峰的处理手法，主峰堆叠在两间砖砌的“石屋”之上。有东西两条道通向石屋，西道跨越溪流，东道穿过山洞进入石屋。山体环抱水池，主峰峻峭苍劲，配峰在西南转折处，两峰之间连冈断堑，似续不续，有奔腾跳跃的动势，颇得“山欲动而势长”的画理，也符合画山“左急右缓，切莫两翼”的布局原则，显出章法非凡的气度。,扬州城南花园巷（何园南侧）,5,片石山房是扬州园林的代表之一，具有悠久的历史和独特的风格。园内假山错落有致，水池、石屋、绿树相映成趣，给人以美的享受。同时，这里也是历史文化底蕴深厚的景点，曾经是明末清初画坛巨匠石涛的叠石人间孤本，具有很高的历史和文化价值。因此，非常值得一游。,片石山房（双槐园）,扬州城南花园巷（何园南侧），片石山房（双槐园）,"119.449411,32.385250",119.449411,32.38525,片石山房，又名双槐园，是明末清初画坛巨匠石涛的人间孤本。园以湖石著称，采用下屋上峰的处理手法，主峰堆叠在两间砖砌的“石屋”之上。有东西两条道通向石屋，西道跨越溪流，东道穿过山洞进入石屋。山体环抱水池，主峰峻峭苍劲，配峰在西南转折处，两峰之间连冈断堑，似续不续，有奔腾跳跃的动势，颇得“山欲动而势长”的画理，也符合画山“左急右缓，切莫两翼”的布局原则，显出章法非凡的气度。,全部景点
仪征东岳庙始建于南宋嘉定初年，是苏北及苏中地区规模较大的道教丛林之一。这座庙宇经过多次重建和扩建，目前已成为仪征文化旅游的一个新景点。每年农历三月二十四、二十五的传统“东岳庙会”也渐成规模。,仪征市前进路,4,仪征东岳庙历史悠久，建筑规模宏大，是苏北及苏中地区规模较大的道教丛林之一。虽然历史上经过多次战火，但目前已经恢复建设了大部分建筑，如山门、灵官殿、东岳宝殿、客堂、斋堂、钟鼓亭等，供游客参拜。此外，每年农历三月二十四、二十五的传统“东岳庙会”也渐成规模，吸引了大量游客前来参观。,仪征东岳庙,仪征市前进路，仪征东岳庙,"119.196407,32.267846",119.196407,32.267846,仪征东岳庙始建于南宋嘉定初年，是苏北及苏中地区规模较大的道教丛林之一。这座庙宇经过多次重建和扩建，目前已成为仪征文化旅游的一个新景点。每年农历三月二十四、二十五的传统“东岳庙会”也渐成规模。,文物古迹
